id,age,balance,housing,loan,campaign,Cluster
19697,50,283.0,1,0,3,0
19698,33,605.0,0,0,3,1
19699,48,127.0,0,1,5,1
19700,45,760.0,0,0,2,1
19701,31,55.0,0,0,3,1
19702,45,1181.0,1,0,3,0
19703,43,5145.0,0,0,7,1
19704,32,3360.0,1,1,5,0
19705,41,3831.0,1,0,7,0
19706,32,474.0,1,0,3,0
19707,35,374.0,1,1,5,0
19708,59,6.0,0,0,3,1
19709,53,1945.0,0,0,7,1
19710,32,312.0,0,0,3,1
19711,51,101.0,0,0,3,1
19712,36,227.0,0,1,4,1
19713,56,3149.0,0,0,3,1
19714,54,1059.0,0,0,3,1
19715,42,219.0,1,1,3,0
19716,34,649.0,0,0,3,1
19717,45,1192.0,0,0,3,1
19718,30,0.0,0,0,5,1
19719,46,678.0,0,0,3,1
19720,47,0.0,0,0,4,1
19721,33,5235.0,0,0,3,1
19722,34,7487.0,0,0,2,1
19723,40,162.0,0,0,3,1
19724,41,768.0,0,0,3,1
19725,54,2819.0,0,0,3,1
19726,38,740.0,0,0,3,1
19727,33,2376.0,0,0,3,1
19728,48,0.0,0,0,5,1
19729,37,171.0,1,1,3,0
19730,50,506.0,1,0,4,0
19731,33,801.0,0,0,5,1
19732,51,1138.0,0,0,3,1
19733,49,2316.0,0,0,4,1
19734,55,1097.0,1,0,4,0
19735,56,0.0,0,0,6,1
19736,56,654.0,0,1,4,1
19737,34,5334.0,0,0,4,1
19738,37,410.0,0,0,3,1
19739,32,183.0,1,0,3,0
19740,33,6419.0,0,0,3,1
19741,30,0.0,0,0,3,1
19742,34,555.0,1,0,18,0
19743,43,248.0,0,0,4,1
19744,53,1713.0,1,0,3,0
19745,52,5122.0,0,1,7,1
19746,34,0.0,0,0,6,1
19747,48,2.0,0,0,6,1
19748,48,174.0,1,1,8,0
19749,52,5102.0,0,0,2,1
19750,37,3.0,1,0,5,0
19751,47,231.0,0,0,2,1
19752,53,2327.0,0,0,2,1
19753,33,2126.0,0,0,2,1
19754,32,449.0,0,0,2,1
19755,31,37.0,0,0,2,1
19756,35,-4.0,0,0,2,1
19757,30,1785.0,0,0,2,1
19758,41,1517.0,0,0,3,1
19759,47,7.0,0,0,2,1
19760,44,326.0,1,0,2,0
19761,58,208.0,0,0,2,1
19762,51,507.0,1,0,2,0
19763,31,18.0,0,0,2,1
19764,33,0.0,0,0,2,1
19765,37,980.0,0,0,5,1
19766,58,648.0,0,0,2,1
19767,60,73.0,0,0,2,1
19768,45,5450.0,0,0,2,1
19769,44,178.0,0,0,2,1
19770,36,162.0,1,0,2,0
19771,52,409.0,0,0,2,1
19772,41,2123.0,0,0,2,1
19773,52,900.0,0,0,2,1
19774,34,161.0,0,1,2,1
19775,55,2325.0,1,1,7,0
19776,32,9608.0,0,0,4,1
19777,34,38.0,0,0,11,1
19778,50,-98.0,0,1,2,1
19779,45,162.0,0,0,2,1
19780,31,30.0,0,0,2,1
19781,32,3333.0,0,0,4,1
19782,31,659.0,1,0,2,0
19783,57,2893.0,0,0,2,1
19784,53,-3.0,0,0,2,1
19785,32,0.0,0,0,4,1
19786,56,66721.0,0,0,2,1
19787,31,379.0,0,0,5,1
19788,31,2978.0,1,0,2,0
19789,51,872.0,0,0,2,1
19790,32,5204.0,0,0,2,1
19791,41,413.0,1,1,2,0
19792,60,1361.0,0,0,2,1
19793,32,1388.0,0,0,6,1
19794,47,1108.0,0,0,2,1
19795,52,1493.0,0,0,2,1
19796,42,42045.0,0,0,2,1
19797,38,5177.0,0,0,2,1
19798,33,2071.0,0,0,2,1
19799,53,3177.0,0,0,2,1
19800,31,6.0,0,0,2,1
19801,57,1463.0,0,0,2,1
19802,60,345.0,1,1,6,0
19803,33,-163.0,1,1,2,0
19804,47,84.0,0,0,2,1
19805,34,-218.0,1,0,2,0
19806,50,1064.0,1,0,2,0
19807,34,370.0,1,0,2,0
19808,33,5833.0,1,0,2,0
19809,48,0.0,0,1,9,1
19810,47,902.0,0,0,3,1
19811,37,180.0,0,0,2,1
19812,41,881.0,0,0,2,1
19813,36,8119.0,0,1,2,1
19814,33,1909.0,0,0,2,1
19815,35,674.0,0,0,2,1
19816,30,2427.0,0,0,2,1
19817,31,1216.0,0,0,4,1
19818,40,581.0,1,0,2,0
19819,37,630.0,0,0,6,1
19820,33,530.0,1,0,2,0
19821,49,2116.0,0,0,3,1
19822,52,1209.0,0,0,4,1
19823,31,1503.0,1,1,2,0
19824,47,405.0,0,1,2,1
19825,50,1903.0,0,0,2,1
19826,30,958.0,0,0,2,1
19827,36,369.0,0,0,2,1
19828,46,1808.0,0,0,2,1
19829,46,1975.0,1,0,2,0
19830,47,7.0,0,0,2,1
19831,57,900.0,0,0,4,1
19832,39,3590.0,0,0,2,1
19833,32,500.0,0,0,4,1
19834,35,82.0,0,0,4,1
19835,41,0.0,0,0,2,1
19836,35,181.0,1,0,4,0
19837,52,331.0,0,0,4,1
19838,37,578.0,1,0,4,0
19839,42,0.0,0,0,6,1
19840,47,8229.0,0,0,2,1
19841,46,107.0,1,0,6,0
19842,32,5550.0,1,0,4,0
19843,52,135.0,0,0,9,1
19844,34,1352.0,0,0,2,1
19845,31,172.0,0,0,2,1
19846,33,1585.0,0,0,2,1
19847,33,238.0,0,0,2,1
19848,33,671.0,0,0,2,1
19849,35,2975.0,0,0,2,1
19850,34,101.0,0,0,2,1
19851,34,221.0,0,0,2,1
19852,50,2731.0,0,0,2,1
19853,30,224.0,1,0,2,0
19854,38,328.0,0,0,2,1
19855,32,1150.0,0,0,2,1
19856,55,6880.0,0,0,2,1
19857,44,1424.0,1,0,2,0
19858,52,2142.0,0,0,2,1
19859,52,172.0,1,1,2,0
19860,59,12928.0,0,0,2,1
19861,31,311.0,0,1,2,1
19862,60,2934.0,0,0,2,1
19863,37,3288.0,0,0,2,1
19864,60,1433.0,0,0,4,1
19865,47,17.0,0,0,2,1
19866,57,853.0,1,0,4,0
19867,39,0.0,0,0,2,1
19868,30,105.0,0,0,2,1
19869,43,6.0,0,0,2,1
19870,47,74.0,0,0,2,1
19871,45,581.0,0,0,2,1
19872,41,187.0,0,0,2,1
19873,39,947.0,0,0,2,1
19874,38,179.0,0,0,4,1
19875,51,805.0,1,0,4,0
19876,58,-257.0,1,1,2,0
19877,53,0.0,1,1,2,0
19878,49,10772.0,0,0,2,1
19879,41,6961.0,0,0,2,1
19880,40,8259.0,0,0,4,1
19881,34,19348.0,1,0,2,0
19882,41,43.0,0,0,2,1
19883,34,134.0,0,0,4,1
19884,32,3939.0,0,0,2,1
19885,33,390.0,1,0,2,0
19886,46,1034.0,0,0,2,1
19887,33,1047.0,0,0,4,1
19888,35,252.0,1,0,2,0
19889,44,7138.0,0,0,2,1
19890,55,0.0,0,0,2,1
19891,31,1015.0,0,0,2,1
19892,34,63.0,0,0,2,1
19893,34,1076.0,0,0,2,1
19894,38,1788.0,0,0,2,1
19895,31,165.0,0,1,2,1
19896,34,-16.0,0,0,2,1
19897,31,9506.0,0,0,2,1
19898,55,1821.0,0,0,2,1
19899,31,2744.0,1,0,2,0
19900,57,504.0,0,0,2,1
19901,45,3168.0,0,0,2,1
19902,33,340.0,0,0,2,1
19903,35,3161.0,0,0,2,1
19904,50,315.0,0,0,10,1
19905,33,2604.0,0,0,2,1
19906,45,2406.0,0,0,2,1
19907,42,-805.0,0,0,6,1
19908,46,1596.0,0,0,2,1
19909,32,28.0,0,0,2,1
19910,47,8422.0,0,0,4,1
19911,31,88.0,1,1,2,0
19912,45,827.0,1,1,2,0
19913,50,290.0,0,1,2,1
19914,54,-125.0,0,1,2,1
19915,50,0.0,0,0,2,1
19916,57,3242.0,0,0,4,1
19917,51,700.0,0,0,4,1
19918,37,478.0,0,0,2,1
19919,45,4877.0,1,0,2,0
19920,30,0.0,0,0,5,1
19921,32,4843.0,0,0,4,1
19922,38,4359.0,0,0,2,1
19923,31,37.0,0,0,2,1
19924,55,171.0,1,0,6,0
19925,32,40.0,0,0,2,1
19926,55,9997.0,0,0,2,1
19927,49,10.0,0,0,2,1
19928,47,260.0,0,1,2,1
19929,46,-344.0,0,0,4,1
19930,57,815.0,0,0,2,1
19931,33,59.0,1,0,4,0
19932,33,1264.0,0,1,6,1
19933,46,2739.0,0,0,4,1
19934,43,324.0,0,0,4,1
19935,35,75.0,0,1,11,1
19936,49,1047.0,0,0,4,1
19937,38,-1.0,0,0,4,1
19938,44,5581.0,0,0,2,1
19939,35,2723.0,1,1,4,0
19940,48,811.0,0,1,2,1
19941,30,221.0,0,0,4,1
19942,50,3002.0,0,0,2,1
19943,31,535.0,0,0,2,1
19944,40,326.0,0,0,2,1
19945,47,2215.0,0,0,4,1
19946,42,146.0,0,0,2,1
19947,48,4415.0,1,0,6,0
19948,34,5266.0,0,0,4,1
19949,59,116.0,0,0,4,1
19950,59,0.0,0,0,4,1
19951,30,940.0,0,0,2,1
19952,43,9304.0,0,0,4,1
19953,31,942.0,0,0,2,1
19954,46,222.0,0,0,2,1
19955,33,-534.0,1,1,7,0
19956,30,0.0,0,0,2,1
19957,59,93.0,0,1,2,1
19958,35,944.0,0,0,2,1
19959,46,2148.0,0,0,4,1
19960,51,19.0,0,1,4,1
19961,41,3353.0,0,0,2,1
19962,38,5244.0,0,0,4,1
19963,47,275.0,0,0,2,1
19964,35,46.0,0,0,4,1
19965,32,1190.0,1,0,4,0
19966,33,2374.0,1,1,2,0
19967,43,21510.0,0,0,2,1
19968,46,723.0,0,0,2,1
19969,38,1074.0,0,0,8,1
19970,49,823.0,0,0,4,1
19971,41,2300.0,0,0,6,1
19972,60,759.0,0,0,2,1
19973,52,1625.0,0,0,2,1
19974,35,254.0,0,0,7,1
19975,47,11.0,0,0,4,1
19976,52,3577.0,0,1,2,1
19977,35,213.0,0,0,2,1
19978,30,2900.0,0,0,2,1
19979,51,0.0,0,0,2,1
19980,33,308.0,1,0,4,0
19981,35,1987.0,0,0,3,1
19982,39,316.0,0,0,1,1
19983,37,5016.0,0,0,1,1
19984,32,881.0,0,0,1,1
19985,38,523.0,0,0,1,1
19986,40,84.0,1,0,3,0
19987,33,2907.0,0,0,1,1
19988,57,1963.0,0,1,3,1
19989,53,1868.0,0,0,4,1
19990,38,484.0,1,0,8,0
19991,47,131.0,0,0,1,1
19992,34,19.0,0,0,3,1
19993,32,2711.0,0,0,1,1
19994,32,3786.0,0,0,1,1
19995,31,120.0,0,0,1,1
19996,32,298.0,0,0,1,1
19997,55,223.0,0,0,5,1
19998,55,1909.0,0,0,1,1
19999,39,745.0,0,0,1,1
20000,39,-468.0,1,1,2,0
20001,35,77.0,0,0,1,1
20002,40,1468.0,0,0,2,1
20003,40,8844.0,0,0,1,1
20004,33,6127.0,0,0,3,1
20005,32,0.0,0,0,1,1
20006,39,1190.0,0,0,1,1
20007,36,4388.0,0,0,3,1
20008,57,1171.0,0,0,5,1
20009,49,1264.0,0,0,3,1
20010,35,2957.0,1,1,3,0
20011,48,2083.0,0,0,3,1
20012,40,949.0,0,0,1,1
20013,32,483.0,0,0,3,1
20014,52,1639.0,0,0,1,1
20015,48,801.0,0,0,1,1
20016,31,10088.0,0,0,6,1
20017,34,2455.0,0,0,6,1
20018,31,2.0,0,0,1,1
20019,37,274.0,0,0,3,1
20020,44,1707.0,0,0,3,1
20021,34,832.0,0,0,4,1
20022,54,196.0,0,0,4,1
20023,32,795.0,0,0,3,1
20024,36,1.0,0,0,3,1
20025,59,2768.0,0,1,5,1
20026,41,800.0,0,0,2,1
20027,34,2093.0,0,0,6,1
20028,43,591.0,1,0,2,0
20029,54,98.0,0,0,4,1
20030,31,367.0,1,0,3,0
20031,32,167.0,1,1,3,0
20032,46,778.0,1,0,10,0
20033,49,443.0,0,0,6,1
20034,43,3003.0,0,0,3,1
20035,53,2385.0,0,0,8,1
20036,38,11971.0,1,0,3,0
20037,30,344.0,0,0,3,1
20038,36,2745.0,1,0,3,0
20039,33,571.0,0,0,2,1
20040,46,1103.0,1,0,3,0
20041,31,3897.0,1,0,3,0
20042,39,1795.0,0,0,7,1
20043,46,4.0,0,0,4,1
20044,49,229.0,0,0,2,1
20045,52,432.0,0,0,4,1
20046,46,269.0,0,0,5,1
20047,47,254.0,0,1,3,1
20048,31,2846.0,0,0,3,1
20049,51,257.0,0,0,4,1
20050,47,1765.0,0,0,3,1
20051,46,7982.0,0,0,5,1
20052,47,73.0,0,0,3,1
20053,43,2759.0,1,1,2,0
20054,33,862.0,1,0,3,0
20055,51,4596.0,0,0,5,1
20056,57,243.0,0,0,4,1
20057,34,449.0,0,0,3,1
20058,31,344.0,0,0,3,1
20059,35,1650.0,0,0,5,1
20060,41,2127.0,0,0,7,1
20061,48,104.0,0,0,4,1
20062,51,1113.0,0,1,4,1
20063,60,581.0,1,0,2,0
20064,41,365.0,0,0,5,1
20065,34,1433.0,0,0,3,1
20066,61,368.0,0,0,3,1
20067,36,179.0,0,0,8,1
20068,37,189.0,0,0,4,1
20069,30,58.0,1,0,2,0
20070,34,326.0,0,0,7,1
20071,47,233.0,0,0,3,1
20072,50,592.0,0,0,4,1
20073,46,438.0,0,0,5,1
20074,35,0.0,0,0,3,1
20075,31,323.0,0,0,3,1
20076,51,440.0,0,0,5,1
20077,32,727.0,0,0,4,1
20078,54,1349.0,0,0,6,1
20079,58,1894.0,0,0,6,1
20080,31,0.0,1,0,7,0
20081,32,3275.0,0,0,4,1
20082,44,935.0,0,0,5,1
20083,46,1297.0,0,0,3,1
20084,32,312.0,0,0,4,1
20085,45,115.0,0,0,4,1
20086,38,399.0,1,0,4,0
20087,52,2569.0,0,0,5,1
20088,32,3297.0,0,0,2,1
20089,56,750.0,0,1,3,1
20090,35,337.0,0,0,5,1
20091,54,221.0,0,0,2,1
20092,31,388.0,0,0,2,1
20093,45,0.0,0,0,4,1
20094,41,13.0,0,0,4,1
20095,34,116.0,0,0,2,1
20096,39,380.0,0,0,4,1
20097,46,6086.0,0,0,2,1
20098,34,50.0,0,0,3,1
20099,49,348.0,0,0,2,1
20100,32,212.0,1,0,2,0
20101,35,106.0,0,1,2,1
20102,53,618.0,0,0,2,1
20103,36,553.0,0,0,2,1
20104,49,-232.0,0,1,2,1
20105,32,1214.0,0,0,2,1
20106,39,454.0,0,0,2,1
20107,46,41.0,0,0,2,1
20108,38,1440.0,0,0,2,1
20109,57,2416.0,0,0,2,1
20110,44,5163.0,0,0,2,1
20111,31,1496.0,1,0,2,0
20112,51,385.0,0,0,2,1
20113,56,705.0,0,1,2,1
20114,52,347.0,0,0,2,1
20115,35,2277.0,0,1,2,1
20116,47,838.0,0,0,3,1
20117,30,274.0,1,1,2,0
20118,42,687.0,0,0,2,1
20119,38,1100.0,0,1,2,1
20120,48,617.0,1,0,2,0
20121,45,356.0,0,0,2,1
20122,46,5108.0,0,0,4,1
20123,48,476.0,0,0,3,1
20124,34,4231.0,1,0,2,0
20125,31,0.0,0,0,2,1
20126,55,161.0,0,0,2,1
20127,34,268.0,0,0,4,1
20128,39,13338.0,0,0,4,1
20129,32,321.0,1,0,2,0
20130,35,14.0,0,0,2,1
20131,53,657.0,0,0,2,1
20132,36,9.0,0,0,4,1
20133,54,2950.0,0,0,2,1
20134,33,8408.0,0,0,2,1
20135,55,462.0,0,0,2,1
20136,30,5.0,0,0,2,1
20137,30,7513.0,0,0,2,1
20138,60,115.0,0,0,2,1
20139,33,348.0,0,0,2,1
20140,39,394.0,0,0,2,1
20141,43,2764.0,0,0,2,1
20142,39,-112.0,0,1,2,1
20143,31,319.0,1,0,2,0
20144,58,3568.0,0,0,2,1
20145,56,944.0,0,0,4,1
20146,35,2.0,0,0,4,1
20147,45,1410.0,0,0,2,1
20148,48,3886.0,0,0,2,1
20149,56,2750.0,0,0,2,1
20150,32,787.0,1,0,2,0
20151,32,67.0,0,0,2,1
20152,56,646.0,0,0,2,1
20153,44,1879.0,1,0,4,0
20154,31,98.0,0,0,2,1
20155,37,3043.0,0,0,4,1
20156,46,405.0,0,0,3,1
20157,45,1395.0,1,0,4,0
20158,30,564.0,1,0,2,0
20159,27,174.0,1,1,2,0
20160,60,371.0,0,1,8,1
20161,52,0.0,0,0,4,1
20162,36,0.0,0,0,2,1
20163,30,44.0,0,0,2,1
20164,39,-276.0,0,1,4,1
20165,50,2167.0,0,0,2,1
20166,31,69.0,0,0,2,1
20167,37,340.0,0,0,4,1
20168,40,99.0,0,0,2,1
20169,33,644.0,0,0,2,1
20170,58,15.0,0,0,2,1
20171,30,0.0,0,0,5,1
20172,34,5665.0,0,0,4,1
20173,59,3843.0,0,0,4,1
20174,55,756.0,0,0,3,1
20175,30,699.0,1,0,4,0
20176,30,131.0,1,0,6,0
20177,58,0.0,0,0,2,1
20178,32,11797.0,1,0,2,0
20179,31,7567.0,0,0,2,1
20180,50,235.0,0,0,2,1
20181,31,1463.0,0,0,2,1
20182,33,0.0,0,0,2,1
20183,34,370.0,0,0,2,1
20184,31,614.0,0,0,4,1
20185,46,2421.0,0,0,4,1
20186,30,2123.0,0,0,2,1
20187,35,361.0,1,0,2,0
20188,49,112.0,0,0,2,1
20189,45,0.0,0,0,6,1
20190,31,15.0,0,0,2,1
20191,35,272.0,0,0,2,1
20192,54,500.0,1,0,4,0
20193,42,5455.0,0,0,4,1
20194,34,1763.0,0,0,2,1
20195,43,0.0,0,0,2,1
20196,46,-11.0,0,0,2,1
20197,43,159.0,0,0,2,1
20198,47,4520.0,0,0,2,1
20199,31,448.0,1,0,2,0
20200,32,3184.0,1,0,2,0
20201,35,0.0,0,0,2,1
20202,46,942.0,0,0,4,1
20203,59,997.0,0,1,4,1
20204,30,4889.0,0,0,2,1
20205,34,259.0,0,0,2,1
20206,53,1242.0,0,0,2,1
20207,59,518.0,0,0,2,1
20208,46,209.0,0,0,2,1
20209,35,1260.0,0,0,9,1
20210,43,1532.0,0,0,2,1
20211,45,1780.0,0,0,4,1
20212,36,-2.0,0,0,2,1
20213,30,54.0,0,0,2,1
20214,34,-292.0,1,0,2,0
20215,42,-209.0,0,1,2,1
20216,60,1210.0,0,0,2,1
20217,52,5521.0,0,0,4,1
20218,45,2388.0,0,0,2,1
20219,33,3470.0,0,0,2,1
20220,40,1148.0,1,0,2,0
20221,41,214.0,0,0,2,1
20222,33,901.0,0,0,2,1
20223,34,1569.0,0,0,2,1
20224,34,0.0,0,0,2,1
20225,39,246.0,0,0,2,1
20226,46,1804.0,0,0,2,1
20227,43,7876.0,1,0,2,0
20228,33,1120.0,0,0,2,1
20229,57,2785.0,0,0,4,1
20230,32,834.0,0,0,2,1
20231,31,3194.0,0,0,2,1
20232,30,671.0,0,0,2,1
20233,46,159.0,0,1,4,1
20234,49,23917.0,0,0,4,1
20235,60,2190.0,0,0,2,1
20236,60,-240.0,0,0,6,1
20237,33,0.0,0,0,7,1
20238,32,344.0,1,1,15,0
20239,35,416.0,0,0,4,1
20240,59,754.0,0,0,4,1
20241,30,1045.0,0,0,4,1
20242,47,4040.0,0,0,5,1
20243,53,1869.0,0,0,4,1
20244,41,3465.0,1,0,4,0
20245,45,751.0,0,0,4,1
20246,35,43.0,0,0,4,1
20247,32,1364.0,0,0,4,1
20248,34,1666.0,0,0,4,1
20249,60,172.0,0,0,4,1
20250,48,113.0,0,0,13,1
20251,41,4495.0,1,0,5,0
20252,30,3096.0,1,0,4,0
20253,40,116.0,0,0,4,1
20254,37,801.0,0,0,7,1
20255,33,540.0,0,0,4,1
20256,45,548.0,0,0,4,1
20257,56,1780.0,0,0,2,1
20258,46,379.0,0,0,6,1
20259,46,8.0,0,0,6,1
20260,51,0.0,0,0,2,1
20261,36,4123.0,0,0,2,1
20262,33,752.0,1,0,4,0
20263,49,917.0,0,0,6,1
20264,34,223.0,0,1,6,1
20265,33,370.0,1,0,4,0
20266,57,856.0,0,0,6,1
20267,34,0.0,0,0,4,1
20268,55,578.0,0,0,2,1
20269,39,11835.0,1,0,2,0
20270,59,1980.0,0,0,2,1
20271,32,300.0,0,0,2,1
20272,53,0.0,0,0,2,1
20273,36,741.0,0,0,2,1
20274,31,416.0,0,0,2,1
20275,46,256.0,0,0,2,1
20276,58,889.0,0,0,2,1
20277,50,1.0,0,0,10,1
20278,46,2703.0,0,0,6,1
20279,58,0.0,0,0,2,1
20280,31,498.0,0,0,2,1
20281,49,653.0,0,0,2,1
20282,30,2960.0,0,0,4,1
20283,37,24.0,1,1,4,0
20284,59,108.0,0,0,4,1
20285,43,3723.0,1,0,4,0
20286,38,410.0,0,0,6,1
20287,55,149.0,1,0,15,0
20288,30,725.0,0,0,4,1
20289,39,215.0,0,0,4,1
20290,33,299.0,0,0,4,1
20291,48,794.0,0,0,6,1
20292,41,456.0,1,0,4,0
20293,41,134.0,0,1,4,1
20294,53,217.0,0,0,5,1
20295,47,1127.0,0,0,6,1
20296,55,1512.0,0,0,4,1
20297,32,2018.0,0,0,1,1
20298,36,28.0,0,1,2,1
20299,32,999.0,0,0,3,1
20300,40,32.0,1,0,4,0
20301,34,421.0,0,0,3,1
20302,37,-681.0,1,1,3,0
20303,34,1273.0,0,0,2,1
20304,32,713.0,1,0,7,0
20305,35,569.0,0,0,3,1
20306,38,982.0,0,0,3,1
20307,37,0.0,0,0,4,1
20308,53,112.0,0,1,3,1
20309,57,13834.0,0,0,1,1
20310,48,353.0,0,0,1,1
20311,35,22.0,0,0,1,1
20312,30,1191.0,0,0,4,1
20313,31,4945.0,0,0,1,1
20314,40,4186.0,0,0,1,1
20315,47,206.0,0,0,3,1
20316,35,289.0,1,0,10,0
20317,31,0.0,0,0,1,1
20318,35,-1980.0,1,1,1,0
20319,30,2784.0,0,0,1,1
20320,42,187.0,0,0,1,1
20321,32,741.0,1,0,1,0
20322,45,111.0,1,0,1,0
20323,33,1166.0,0,0,3,1
20324,59,914.0,0,0,8,1
20325,37,2672.0,1,0,1,0
20326,40,271.0,1,0,4,0
20327,32,1100.0,1,1,1,0
20328,32,1086.0,0,0,3,1
20329,51,8538.0,1,0,2,0
20330,31,-204.0,1,1,7,0
20331,33,2586.0,0,0,3,1
20332,37,4.0,0,0,1,1
20333,59,-13.0,0,0,1,1
20334,32,1208.0,0,0,3,1
20335,30,4459.0,0,0,2,1
20336,38,-3.0,0,0,3,1
20337,52,7742.0,0,0,3,1
20338,32,3832.0,0,0,3,1
20339,37,825.0,1,0,5,0
20340,34,4676.0,0,0,3,1
20341,30,6493.0,0,0,5,1
20342,33,443.0,0,0,5,1
20343,32,543.0,0,0,3,1
20344,30,1882.0,1,0,5,0
20345,43,223.0,0,0,4,1
20346,31,2.0,0,1,4,1
20347,43,2411.0,1,0,7,0
20348,31,3739.0,0,0,3,1
20349,31,762.0,0,0,3,1
20350,47,24.0,0,0,3,1
20351,49,4594.0,0,0,3,1
20352,32,1434.0,0,0,3,1
20353,30,290.0,0,0,5,1
20354,56,476.0,0,0,7,1
20355,59,478.0,0,0,5,1
20356,47,-71.0,1,0,5,0
20357,30,8351.0,0,0,3,1
20358,50,0.0,0,0,5,1
20359,42,1161.0,0,0,5,1
20360,53,2639.0,0,0,4,1
20361,51,541.0,0,0,3,1
20362,43,8.0,0,0,4,1
20363,36,487.0,0,1,3,1
20364,31,30.0,0,0,5,1
20365,55,1785.0,0,0,3,1
20366,34,519.0,0,0,3,1
20367,37,5287.0,1,1,2,0
20368,40,3426.0,0,0,3,1
20369,41,0.0,0,0,5,1
20370,59,1296.0,0,0,11,1
20371,55,2120.0,0,0,3,1
20372,39,3663.0,0,0,3,1
20373,35,354.0,0,0,3,1
20374,59,5219.0,0,0,3,1
20375,48,719.0,0,1,5,1
20376,46,0.0,1,0,5,0
20377,50,111.0,0,0,3,1
20378,38,9609.0,1,0,9,0
20379,57,14093.0,0,0,5,1
20380,35,863.0,0,0,2,1
20381,53,451.0,0,1,5,1
20382,34,1054.0,0,0,3,1
20383,44,12.0,0,0,3,1
20384,30,3927.0,1,0,1,0
20385,53,1301.0,0,0,1,1
20386,58,11.0,0,0,1,1
20387,34,828.0,0,1,3,1
20388,38,-267.0,0,0,1,1
20389,34,2657.0,1,0,3,0
20390,33,4782.0,1,0,1,0
20391,50,412.0,1,1,5,0
20392,56,15088.0,0,0,4,1
20393,31,433.0,0,0,2,1
20394,50,1859.0,0,0,5,1
20395,45,6753.0,0,0,9,1
20396,34,1039.0,0,0,3,1
20397,33,335.0,0,0,7,1
20398,52,989.0,0,0,1,1
20399,32,715.0,0,0,1,1
20400,44,-61.0,0,0,1,1
20401,47,2787.0,0,0,1,1
20402,40,1716.0,1,0,8,0
20403,59,636.0,0,0,4,1
20404,30,115.0,0,0,2,1
20405,30,3362.0,0,0,2,1
20406,50,3656.0,0,0,2,1
20407,32,1568.0,0,0,6,1
20408,46,2551.0,0,0,2,1
20409,32,948.0,0,0,2,1
20410,59,37.0,0,0,9,1
20411,60,2722.0,0,0,2,1
20412,57,-12.0,0,1,8,1
20413,58,764.0,0,0,4,1
20414,39,52.0,0,0,2,1
20415,31,826.0,1,0,2,0
20416,36,171.0,0,0,2,1
20417,56,2395.0,0,0,2,1
20418,51,1535.0,0,0,2,1
20419,33,685.0,0,0,2,1
20420,35,482.0,0,0,2,1
20421,56,-113.0,1,1,2,0
20422,44,4.0,0,0,2,1
20423,49,1280.0,0,1,2,1
20424,44,0.0,0,0,2,1
20425,54,3020.0,0,0,2,1
20426,33,-336.0,0,0,2,1
20427,31,30.0,0,0,2,1
20428,37,0.0,0,0,2,1
20429,33,855.0,1,1,2,0
20430,30,646.0,0,0,2,1
20431,49,1103.0,0,0,2,1
20432,31,123.0,0,0,2,1
20433,33,980.0,0,0,2,1
20434,48,5904.0,1,0,2,0
20435,39,1880.0,0,0,2,1
20436,30,317.0,0,0,2,1
20437,46,-880.0,0,1,2,1
20438,41,297.0,0,1,2,1
20439,57,2112.0,0,0,2,1
20440,49,300.0,0,0,2,1
20441,54,212.0,0,0,4,1
20442,30,0.0,0,0,2,1
20443,31,573.0,0,0,2,1
20444,30,220.0,0,1,2,1
20445,35,100.0,0,0,2,1
20446,35,1383.0,0,0,2,1
20447,58,5942.0,0,0,2,1
20448,40,1050.0,0,0,2,1
20449,31,1575.0,0,0,4,1
20450,42,1622.0,1,0,2,0
20451,42,0.0,0,1,4,1
20452,46,3533.0,1,0,2,0
20453,59,94.0,0,0,2,1
20454,58,7560.0,0,0,2,1
20455,32,874.0,0,0,6,1
20456,49,0.0,0,0,2,1
20457,34,1009.0,1,0,2,0
20458,33,827.0,1,0,4,0
20459,30,74.0,0,0,5,1
20460,39,562.0,0,0,2,1
20461,34,172.0,0,0,2,1
20462,32,100.0,0,0,2,1
20463,52,0.0,0,0,2,1
20464,58,1463.0,1,0,3,0
20465,49,1269.0,0,0,9,1
20466,36,419.0,0,0,2,1
20467,30,67.0,0,0,2,1
20468,36,1659.0,0,0,2,1
20469,35,362.0,0,0,8,1
20470,30,700.0,1,0,2,0
20471,59,2192.0,0,0,2,1
20472,37,553.0,0,0,2,1
20473,30,1913.0,0,0,2,1
20474,31,279.0,0,0,2,1
20475,34,2757.0,1,0,2,0
20476,56,3616.0,0,1,2,1
20477,47,586.0,0,0,2,1
20478,58,1472.0,0,0,2,1
20479,30,24.0,0,0,4,1
20480,37,353.0,1,0,2,0
20481,50,418.0,0,1,2,1
20482,54,-777.0,0,1,2,1
20483,54,2419.0,1,0,2,0
20484,32,2667.0,1,0,2,0
20485,51,8304.0,0,0,2,1
20486,40,12409.0,1,0,2,0
20487,32,5.0,0,0,2,1
20488,30,478.0,0,0,3,1
20489,31,-253.0,0,0,4,1
20490,30,8138.0,1,0,2,0
20491,31,438.0,1,0,2,0
20492,34,27.0,0,0,9,1
20493,47,0.0,0,0,5,1
20494,41,2781.0,1,0,2,0
20495,30,443.0,1,1,2,0
20496,55,277.0,0,0,3,1
20497,38,554.0,0,0,4,1
