age,balance,housing,loan,campaign
50,329,no,no,4
46,1109,yes,no,12
44,1802,no,no,5
53,2013,no,no,14
53,0,no,no,3
43,0,no,no,3
50,1687,no,no,5
47,459,no,no,3
47,600,no,no,15
36,85,no,no,3
56,1750,no,no,7
51,260,no,no,2
48,606,yes,no,4
34,2671,no,no,9
43,174,no,yes,2
53,428,no,no,4
44,238,no,no,3
33,39,no,no,5
37,1661,no,no,5
38,0,no,no,2
49,370,no,no,3
48,0,no,no,7
56,96,yes,yes,11
47,191,no,no,5
33,123,no,no,3
42,329,no,no,3
34,445,no,no,2
53,1344,no,no,6
56,605,no,no,6
55,1402,no,no,4
34,396,no,yes,3
35,82,no,no,3
33,61,no,no,3
55,-1217,yes,no,4
58,72,no,no,5
56,2324,yes,no,4
46,226,no,no,3
32,5878,no,no,2
32,3345,yes,no,3
43,101,no,no,3
53,-634,no,no,3
32,0,no,no,4
33,1412,yes,no,1
58,0,no,no,5
32,1,no,no,5
47,677,no,no,8
49,-165,yes,no,4
46,979,yes,no,5
55,852,no,no,6
42,7,no,no,7
52,264,no,no,8
43,488,no,no,12
34,1339,no,no,8
31,0,no,no,4
42,233,no,no,4
58,168,no,no,4
53,75,no,no,2
42,439,no,no,2
48,8,no,no,2
51,180,yes,no,2
41,52,no,no,2
41,5561,no,no,2
31,11,yes,yes,2
47,11,no,no,2
49,314,no,no,2
47,798,no,no,2
46,591,no,no,3
52,223,no,no,4
50,452,no,no,2
48,-20,no,no,2
30,3048,no,yes,2
30,26,no,no,2
50,30,no,no,2
33,-374,no,yes,2
33,956,yes,yes,2
45,839,yes,no,4
44,331,yes,no,4
32,0,yes,no,2
44,0,no,no,2
46,0,no,no,2
45,705,no,no,4
47,689,no,no,2
51,-12,no,no,7
31,2294,no,no,2
48,375,no,no,2
53,404,no,no,4
33,7,no,yes,2
34,0,no,no,2
40,2228,yes,no,2
52,-33,no,no,2
39,2320,no,yes,2
40,4328,no,no,2
58,1626,no,no,4
54,194,no,no,2
52,-163,yes,no,2
31,310,yes,no,2
38,367,no,no,2
39,51,no,no,2
30,1,no,no,2
42,160,no,no,2
57,0,no,no,4
32,2802,no,no,2
53,15,no,no,2
46,177,no,no,2
34,0,no,no,2
42,164,no,no,2
37,0,no,no,2
38,260,no,no,2
42,0,yes,no,4
40,27,no,no,2
50,1431,no,no,4
31,111,no,no,2
31,182,no,no,2
38,0,no,no,4
53,570,no,no,4
40,47,no,no,4
37,1572,no,no,6
52,511,no,yes,4
37,23,no,no,2
31,141,no,no,2
42,227,no,no,8
53,1357,yes,no,2
34,2069,no,no,2
56,374,no,no,4
41,75,no,no,2
38,124,no,no,2
33,47,no,no,4
44,1196,no,no,5
51,107,no,no,4
43,469,no,yes,2
32,11,no,no,2
38,565,no,no,2
54,2584,no,no,7
32,0,no,no,4
30,46,no,no,4
42,19,no,no,4
48,0,no,no,4
30,1390,no,no,4
38,79,yes,no,2
34,0,no,no,2
30,114,no,no,4
38,38,no,no,2
33,56,no,no,2
38,536,no,no,4
34,1194,no,yes,2
39,5060,yes,no,4
33,0,no,no,4
34,100,no,no,2
40,569,no,no,2
33,541,no,yes,2
42,149,no,no,2
47,0,yes,yes,4
56,681,no,no,4
34,881,no,no,2
55,1218,no,no,2
55,128,no,no,2
34,112,no,no,2
50,-584,no,no,2
41,248,no,no,2
39,0,no,no,4
33,432,no,no,6
34,4,no,no,4
56,300,no,no,3
32,68,no,yes,4
44,0,no,no,2
32,-22,yes,no,2
37,-318,no,no,20
39,35,no,no,3
45,0,no,no,2
46,78,no,no,2
36,3,no,no,4
32,169,no,yes,2
53,-39,yes,no,2
34,1553,no,no,2
51,51,no,yes,8
31,792,no,no,14
45,-96,no,yes,2
31,69,no,no,2
32,20,no,no,2
42,251,no,no,2
47,0,no,no,3
43,2,no,yes,2
37,414,no,no,4
41,-4,no,no,6
32,587,no,no,4
32,0,no,no,4
35,1144,no,no,13
46,15,yes,yes,3
32,687,no,no,4
42,83,yes,no,4
46,417,no,no,2
51,173,no,no,2
51,337,yes,no,4
56,9,no,yes,2
45,638,yes,no,9
37,228,yes,no,2
49,51,no,no,4
41,143,no,no,7
50,-219,no,yes,2
36,356,no,no,6
51,-153,no,no,4
33,344,yes,no,4
32,1014,no,no,6
32,138,no,no,4
31,22546,yes,no,4
31,156,no,no,2
39,-146,yes,yes,2
39,224,no,no,2
42,145,no,no,2
48,109,no,yes,4
43,715,no,no,4
47,275,no,no,4
39,49,yes,no,4
36,1044,yes,no,19
50,2130,no,no,4
38,3440,no,no,10
39,507,no,no,4
35,179,no,yes,2
39,93,no,no,2
46,620,yes,no,2
44,7649,no,no,6
53,988,no,no,5
50,101,no,no,2
60,208,no,no,4
51,397,yes,no,2
31,0,no,no,2
49,3,no,no,2
50,238,no,no,2
32,116,yes,no,2
37,361,no,no,2
40,2244,no,yes,2
50,242,yes,no,4
46,130,no,no,2
55,51,no,no,2
60,1614,no,no,6
30,294,no,no,4
35,24,yes,no,2
35,0,no,no,2
36,0,no,no,1
47,439,yes,no,12
37,16,no,no,1
46,110,yes,yes,5
32,7743,no,no,3
48,-18,yes,no,4
30,2403,no,no,2
49,1912,yes,no,4
39,0,no,no,3
33,163,yes,no,2
47,665,yes,no,3
44,5004,no,no,2
46,3547,no,no,6
36,196,yes,no,2
43,481,no,no,2
30,790,no,no,3
37,198,no,no,5
33,106,no,no,3
31,159,no,no,1
41,304,no,no,1
33,0,no,no,1
47,1717,no,no,9
47,52,no,no,4
49,2465,no,no,3
32,0,no,no,4
32,375,no,no,3
57,0,no,no,3
48,1143,yes,no,3
54,390,no,no,5
44,0,no,no,5
39,208,no,no,4
44,70,no,no,3
44,0,yes,no,3
35,80,no,no,5
51,7631,no,no,8
37,247,no,no,6
31,2085,yes,no,4
59,2568,no,no,5
52,584,yes,no,18
38,221,no,no,3
40,526,yes,no,4
42,2328,no,no,2
32,432,no,no,3
54,0,yes,no,5
32,396,yes,no,3
33,12,no,no,5
41,0,no,no,3
38,1555,no,no,5
40,2014,no,no,5
33,23,no,no,3
45,236,no,no,2
34,19,no,no,3
43,1088,no,no,3
31,79,yes,no,12
56,385,no,no,3
33,215,no,no,9
40,324,no,no,2
33,558,yes,no,3
40,34,no,no,3
53,913,no,no,3
34,651,no,no,4
31,744,no,no,3
31,36,no,no,3
46,123,no,no,3
31,-305,no,yes,3
50,8000,yes,no,10
59,-23,no,yes,7
33,20794,no,no,5
35,47,no,yes,9
34,10890,no,no,14
49,601,no,no,6
55,35,yes,no,4
57,3250,no,no,3
37,0,no,no,5
31,1170,no,no,4
33,0,no,no,5
48,1567,yes,no,3
46,0,no,no,3
51,3486,no,no,11
32,35,no,no,8
40,-432,yes,yes,3
54,909,no,no,3
38,63,no,no,4
30,30,no,no,5
43,253,no,no,5
42,99,no,no,4
59,56,no,no,5
41,185,no,no,12
47,644,no,no,13
54,205,no,no,6
52,990,no,no,2
34,0,no,no,2
34,0,no,no,2
40,185,no,no,2
47,1224,no,no,2
38,0,no,no,2
36,310,no,no,2
35,109,no,yes,2
36,35,no,no,4
36,1246,no,no,2
40,572,no,no,2
30,196,no,no,2
51,-3,no,no,2
38,13,no,no,2
40,52527,no,no,11
42,5,no,no,2
31,0,no,no,2
33,213,no,no,2
33,0,no,no,2
33,1805,no,no,4
32,9,no,no,2
36,0,no,no,2
53,0,no,no,2
53,-31,no,no,8
58,358,no,no,2
30,0,no,no,6
33,51,yes,no,2
31,24,no,no,2
45,0,no,no,2
39,0,no,no,2
41,988,no,no,2
44,0,no,no,2
48,492,no,yes,2
46,-337,no,yes,2
44,243,no,no,4
37,102,yes,no,2
43,1485,no,no,2
58,287,yes,no,8
50,83,yes,no,2
34,666,no,no,2
42,0,no,yes,5
33,422,no,no,2
35,147,no,no,2
30,-123,no,yes,2
31,388,no,no,2
51,0,no,no,4
30,9,no,no,2
37,28,no,no,2
32,0,no,no,2
38,1960,yes,no,2
56,73,no,no,4
46,244,no,no,2
55,196,no,no,2
32,4,yes,no,2
36,0,no,no,2
53,2295,no,no,10
52,924,no,no,4
50,-210,no,yes,7
36,1130,no,no,8
45,13156,no,no,4
33,167,no,no,2
34,468,no,no,2
47,0,no,no,2
30,4948,no,no,2
45,430,no,yes,2
32,0,no,no,2
31,-1,no,no,4
45,1251,no,yes,4
44,65,no,no,4
39,22,no,no,2
55,11,no,no,2
34,0,no,no,2
33,150,no,no,2
57,96,no,no,4
38,3995,no,no,6
35,249,no,no,8
53,144,no,no,4
42,0,no,no,2
33,15,no,no,2
36,0,no,no,2
31,0,no,no,2
56,502,no,no,2
31,2066,no,yes,2
34,0,no,no,2
41,39,no,no,4
34,-255,yes,no,2
41,1032,yes,no,2
34,0,no,no,2
60,404,no,no,2
36,8,no,no,2
35,8,no,no,2
36,0,yes,no,8
51,307,no,no,6
30,-970,no,yes,2
57,2887,no,no,10
40,1498,no,yes,4
34,886,yes,no,2
57,104,no,no,2
33,9,no,no,2
57,121,no,no,2
34,0,no,no,2
48,91,no,no,8
30,0,no,no,4
30,562,no,no,4
55,1354,no,no,4
52,225,no,no,2
30,423,yes,no,2
32,46,no,no,6
33,20,no,no,2
39,564,no,no,4
50,533,no,no,4
47,509,no,yes,4
32,438,no,no,5
54,77,no,no,4
31,176,no,no,4
55,400,no,no,4
48,2008,no,no,4
37,727,no,no,10
52,17,no,no,4
31,506,no,no,4
35,75,no,no,5
34,5060,yes,no,21
37,31,no,no,4
45,1179,no,no,6
31,26,no,no,4
33,433,no,no,4
31,110,no,no,4
48,0,no,no,4
57,2109,no,no,6
31,28,no,no,2
43,226,no,no,6
50,0,no,no,2
32,134,no,no,4
32,0,no,no,2
60,0,no,no,2
50,1501,no,no,4
40,278,no,no,7
32,0,no,no,2
30,-477,no,yes,2
60,1446,no,no,6
52,0,no,no,4
53,105,no,yes,2
50,0,no,no,2
58,0,no,no,2
36,18,no,no,2
39,1981,no,no,4
35,905,no,yes,2
40,700,yes,no,6
31,424,no,no,2
39,86,yes,no,4
45,-459,no,no,6
57,1401,no,no,22
30,6619,yes,no,8
44,7635,no,no,5
47,440,no,no,4
47,468,no,no,7
34,0,no,no,2
56,1694,no,no,10
31,284,no,no,4
37,292,no,no,2
45,0,no,no,2
34,202,yes,no,2
37,-18,no,no,4
33,137,yes,yes,2
46,549,no,no,8
34,0,no,no,4
33,8097,no,yes,2
36,518,no,no,1
33,557,yes,no,1
30,151,no,no,1
48,11,yes,no,9
37,21,no,no,12
43,0,no,no,3
30,55,no,no,1
37,744,yes,yes,3
37,510,yes,no,6
53,1,no,no,1
33,7621,no,no,1
55,196,no,no,1
42,25,yes,no,1
34,161,no,no,1
49,57,no,no,3
34,197,no,yes,4
49,400,no,no,3
52,291,no,no,3
57,0,no,no,5
57,0,no,no,3
51,990,no,no,5
33,316,no,no,3
33,0,no,no,8
32,41,no,no,5
35,84,yes,no,3
31,351,no,no,3
35,0,no,no,8
32,154,no,yes,3
37,38,no,no,13
55,644,no,no,3
39,1363,no,no,3
36,161,no,no,3
32,178,no,no,3
33,206,no,no,3
34,462,no,no,3
53,70,no,no,8
35,4144,no,no,3
59,0,yes,yes,5
30,0,no,no,2
47,11,no,no,3
31,4,no,no,3
31,25,no,no,5
32,0,no,no,3
34,355,no,no,3
47,3279,no,no,4
34,22,no,no,3
33,0,no,yes,3
42,37,no,no,1
40,318,no,no,4
41,0,no,no,11
36,0,no,no,1
30,69,no,no,1
54,1090,no,no,7
33,255,no,no,3
33,109,no,no,5
59,454,no,no,1
30,13,no,no,1
47,0,no,no,4
53,0,no,no,1
35,0,no,no,1
31,50,no,no,1
60,70,no,no,1
55,2384,no,yes,20
46,278,no,no,3
35,-146,yes,no,1
49,1898,no,no,1
30,254,no,no,1
37,1580,no,no,12
52,0,no,no,5
33,6,no,no,2
55,0,no,no,2
52,6,no,no,2
43,58,no,no,2
38,664,no,no,2
32,0,no,no,2
44,38,no,no,5
41,1344,no,no,6
47,11305,no,no,6
50,-158,no,no,4
41,15449,no,no,9
52,1339,yes,no,5
31,22,no,no,5
33,516,no,no,7
47,29,no,yes,8
34,260,yes,no,2
33,18,no,no,2
53,32,no,yes,2
37,42,no,no,2
34,229,no,no,2
32,-420,no,no,2
31,0,no,no,2
52,1227,no,no,4
45,0,no,no,4
58,183,no,no,2
37,981,no,no,2
46,532,no,no,2
30,398,yes,no,2
43,0,no,no,2
60,27,no,no,2
30,0,no,no,2
33,1109,no,no,2
46,255,no,no,2
42,580,no,no,2
47,0,no,yes,9
49,27,no,no,2
35,573,yes,yes,8
32,98,no,no,2
32,522,no,no,2
31,94,no,no,2
47,147,no,no,2
41,965,no,no,10
32,14,no,no,6
46,1328,no,no,2
36,0,no,no,2
36,366,no,yes,6
58,0,no,no,3
34,95,no,no,8
39,139,no,no,2
46,0,no,no,2
34,149,no,no,2
52,-164,no,no,4
38,196,no,no,2
33,321,no,no,2
56,415,no,no,2
53,109,no,no,4
58,183,no,no,2
35,308,no,no,2
33,99,no,no,2
31,1536,no,no,2
52,189,no,no,2
38,0,no,no,2
38,546,no,no,2
44,0,no,no,2
44,267,no,no,2
46,225,no,no,6
50,-195,no,no,4
34,36,no,no,6
30,347,no,no,2
46,-44,no,yes,13
30,1109,no,no,2
53,0,no,no,2
50,0,no,no,4
59,575,no,no,3
42,357,no,no,4
56,4889,no,no,4
55,419,no,no,8
49,0,no,no,4
34,478,yes,no,2
31,1,no,no,2
53,0,no,no,9
34,-172,no,no,2
32,334,no,no,14
31,10215,no,no,2
57,20,no,no,2
48,1335,no,no,7
37,31,no,no,2
38,0,no,no,6
59,0,no,no,2
49,0,no,no,2
41,23,no,no,2
33,4570,no,no,2
35,-126,no,no,2
32,34,no,no,2
30,0,no,no,2
35,1048,no,no,2
53,25,no,no,2
43,221,no,no,2
36,0,no,no,2
32,388,yes,no,2
46,447,no,yes,2
52,796,no,no,2
43,328,no,no,2
46,599,no,no,2
35,3168,no,no,30
30,0,no,no,2
33,4636,no,no,6
55,890,no,no,2
55,100,no,no,4
49,1982,yes,yes,15
40,0,no,no,6
48,23495,no,no,8
35,19,no,no,2
51,0,no,no,2
58,0,no,no,2
58,371,no,no,2
37,767,no,no,2
60,864,no,no,4
36,1520,no,no,2
45,1623,no,no,4
33,215,no,yes,2
52,994,no,no,2
35,54,no,no,2
36,1324,no,no,2
31,125,no,no,2
57,0,no,no,2
30,370,no,no,2
55,1341,no,no,8
32,90,no,no,2
35,296,no,no,2
54,179,no,no,2
35,13,no,no,2
32,0,no,no,2
31,5,no,no,2
57,1075,no,no,6
32,3601,no,no,15
55,396,no,no,2
55,139,no,no,2
34,559,no,no,2
46,0,no,no,2
33,-298,no,no,2
32,0,no,no,2
49,211,no,no,2
36,473,no,no,2
44,-26,no,no,4
46,154,no,no,2
36,276,yes,no,2
53,6,no,no,2
32,282,no,no,2
52,145,no,no,4
50,195,no,no,2
33,80,no,no,2
46,273,no,no,2
50,7907,yes,yes,2
57,333,no,no,2
52,0,no,no,2
49,11,no,no,2
36,331,no,no,4
36,1898,yes,no,4
39,13165,yes,yes,4
48,2939,no,no,4
52,335,no,no,5
50,1052,no,no,4
50,0,no,no,4
33,112,no,no,4
47,9346,no,no,21
49,234,no,no,6
35,1496,yes,no,4
46,1920,no,no,6
52,2944,no,no,18
58,701,no,no,4
43,1,no,no,4
31,-6,no,yes,6
30,296,no,no,5
47,5049,no,no,7
47,26,no,no,4
31,2,no,no,4
30,882,no,no,6
30,817,yes,no,4
44,1383,no,no,12
46,144,no,no,4
30,696,no,no,4
54,2110,yes,no,8
49,682,no,no,4
50,82,no,no,4
38,656,yes,no,7
54,981,no,no,12
34,10,no,no,5
36,508,no,no,4
47,286,no,no,7
36,0,no,no,4
47,469,no,no,6
49,502,no,no,4
50,0,no,no,5
59,57,no,no,11
34,857,yes,no,6
31,-201,yes,no,4
36,159,yes,no,4
30,463,no,no,4
41,994,no,no,4
35,1256,yes,no,7
31,47,no,no,4
33,71,no,no,6
32,17,no,no,4
50,72,no,no,13
39,968,yes,no,6
41,0,no,no,2
32,195,yes,no,2
35,1006,no,no,4
30,3,no,no,2
32,4,no,no,4
46,131,no,no,4
31,137,no,no,9
57,318,no,no,4
39,0,no,no,6
40,1207,no,no,3
60,30,no,no,4
49,2950,yes,no,16
32,141,yes,yes,13
34,0,no,no,4
59,1575,yes,no,11
34,1336,no,no,6
33,5809,yes,no,4
40,0,no,no,4
32,0,no,no,4
34,140,no,no,4
43,4990,yes,no,10
55,1598,no,no,4
31,354,no,yes,2
57,0,no,no,6
36,433,no,no,3
36,33,yes,yes,2
47,443,no,no,3
32,0,no,no,3
32,263,no,no,1
36,664,no,no,3
35,712,yes,yes,5
41,527,no,no,1
51,548,no,no,4
45,88,yes,no,3
34,42,no,no,3
31,373,no,no,5
31,55,no,no,1
59,0,no,no,1
32,43,no,no,5
47,2322,no,no,1
35,127,no,no,1
59,0,no,no,1
56,150,no,no,1
41,65,no,no,1
36,156,no,no,1
45,12766,no,no,3
31,336,no,no,1
37,261,no,no,3
31,1308,no,no,3
45,0,no,no,3
31,0,no,no,3
36,287,no,no,6
30,0,no,no,5
42,2861,no,no,5
47,871,no,no,9
37,1725,no,no,7
31,18,no,no,3
43,445,no,no,18
30,0,no,no,2
31,298,no,no,5
30,-517,yes,yes,2
34,632,no,no,10
48,2519,no,no,5
30,475,no,no,5
37,2043,no,no,4
53,468,no,no,6
31,75,no,no,9
34,23,no,no,6
35,94,no,no,3
47,4709,no,no,4
54,2762,no,no,7
59,6264,no,no,16
45,1064,no,no,6
49,702,no,no,7
38,316,no,no,4
32,26,no,no,6
46,304,no,no,5
55,176,no,yes,11
58,4354,yes,no,7
51,130,no,no,3
37,49,no,yes,1
50,321,no,no,11
47,-18,no,yes,2
53,1,no,no,10
51,79,no,yes,7
33,349,no,no,1
60,0,no,no,1
49,239,no,no,3
49,397,no,no,1
47,0,no,no,3
32,102,no,no,5
37,655,yes,no,1
30,394,no,no,13
38,441,yes,yes,7
53,0,no,no,1
44,465,no,no,1
31,-466,no,no,1
40,2,no,no,5
41,369,yes,no,3
44,56,no,no,8
30,0,no,no,2
33,29,no,no,1
33,635,no,no,1
31,34,no,no,1
33,15,no,no,1
32,2172,yes,no,4
57,0,no,no,1
44,41,no,no,1
41,46,no,no,1
40,830,no,no,6
59,63,no,no,6
35,126,no,no,2
33,0,no,no,3
33,0,no,no,1
33,8971,no,no,1
45,11,no,no,1
35,24,no,no,1
52,583,yes,no,1
58,818,no,no,1
60,963,no,no,10
51,234,no,no,1
39,140,no,no,1
34,0,no,no,1
38,299,no,no,1
33,52,no,no,1
32,53,no,no,2
50,26394,no,no,4
31,1385,no,no,8
31,4028,no,yes,5
60,0,no,no,2
46,520,no,no,4
57,3518,yes,no,3
50,19,no,no,3
39,115,no,no,9
50,135,no,no,4
36,591,yes,no,5
36,86,no,no,4
58,0,no,no,4
31,0,no,no,5
30,77,no,no,3
52,381,no,yes,12
53,0,no,no,5
51,-3,no,no,9
33,-32,no,no,12
48,0,no,no,3
60,155,no,no,7
50,0,no,no,3
59,6271,yes,no,5
33,137,no,no,4
37,119,no,no,4
45,185,no,no,4
47,1083,no,no,4
41,2039,no,no,4
52,967,no,no,10
35,275,yes,no,5
34,47,no,no,6
36,1235,no,no,6
32,4,yes,yes,8
36,3874,no,no,6
58,9,no,no,23
43,136,no,no,7
55,467,no,no,5
33,161,no,no,9
51,581,no,no,4
43,676,no,no,4
33,9,no,yes,8
32,1840,yes,no,13
37,0,no,no,4
48,830,no,no,4
40,237,no,no,5
30,384,no,no,3
37,566,no,no,4
46,1083,no,no,9
53,394,no,no,5
38,2350,no,no,12
49,635,no,no,3
33,9135,yes,no,4
56,3197,no,no,13
34,1174,no,no,17
32,79,yes,no,4
46,575,no,no,3
38,631,yes,no,2
44,96,no,no,2
42,343,no,no,4
46,519,yes,no,6
45,221,no,yes,4
49,1860,no,no,3
42,0,no,no,4
54,470,no,no,6
47,52,no,no,5
54,211,no,no,6
43,246,no,no,6
52,597,no,no,4
33,-2,no,yes,6
49,-75,no,yes,4
60,0,no,no,3
32,1232,no,no,4
30,175,no,no,4
34,545,yes,no,4
37,5380,no,no,6
36,46,no,no,4
39,0,no,no,5
33,2054,no,no,6
49,112,no,no,10
47,1990,yes,yes,4
46,0,no,no,10
33,369,no,no,10
43,0,yes,no,3
54,745,no,yes,6
39,-41,no,yes,15
58,0,no,no,5
59,283,no,no,4
51,603,no,no,3
40,214,no,no,6
56,3694,no,no,4
41,-68,yes,yes,22
30,171,no,no,4
45,-124,no,no,4
35,2650,no,no,8
33,584,yes,no,5
49,905,no,no,4
45,21,yes,no,3
37,905,yes,no,7
59,-546,no,no,6
54,182,no,no,4
38,1463,yes,no,4
35,29,no,no,4
33,74,no,no,4
37,1085,no,no,4
30,42,no,no,6
52,3431,no,no,4
45,309,no,no,4
33,0,no,no,2
34,11126,no,no,4
36,351,no,no,3
49,626,yes,no,4
54,497,yes,no,4
33,0,yes,yes,2
54,2059,yes,no,4
58,5188,yes,no,6
33,430,no,no,2
36,0,no,no,2
30,604,no,no,2
36,2397,no,no,9
44,-68,no,yes,4
39,3825,no,yes,6
55,43074,yes,no,6
55,407,yes,yes,8
34,2,yes,no,4
47,756,no,no,4
35,0,no,no,4
41,51,no,no,8
54,983,no,no,6
39,130,yes,no,18
33,463,no,no,7
33,49,no,no,3
45,356,no,no,6
50,3327,no,no,7
30,144,yes,no,17
52,-298,no,no,4
52,142,no,no,6
34,169,no,no,4
55,740,no,no,3
42,1385,no,no,19
46,-3,no,no,4
30,-266,no,yes,4
53,1461,no,no,6
33,291,no,no,6
31,2652,no,no,9
31,0,no,no,16
31,0,no,no,12
59,0,no,no,4
30,3418,no,no,7
39,0,no,no,10
46,518,no,no,6
44,242,no,no,4
55,198,no,no,6
51,7134,no,no,7
34,8,no,no,4
35,-995,yes,yes,4
37,0,yes,no,4
48,190,no,no,22
41,1190,no,no,4
43,275,no,no,6
50,-300,no,yes,4
33,0,no,no,8
60,-311,no,no,6
46,1272,no,no,4
34,43,no,no,8
47,85,no,no,4
30,73,no,no,6
48,193,no,yes,10
33,6,no,no,4
35,0,no,no,6
50,1396,no,no,6
34,15,no,no,7
48,558,no,no,6
32,776,no,no,8
54,2255,no,no,6
52,141,no,no,7
31,0,no,no,6
32,251,no,no,6
49,-117,no,no,6
38,162,no,no,4
33,-886,yes,yes,6
55,1498,no,no,5
47,157,yes,no,8
35,-816,no,no,19
31,105,no,no,4
56,154,no,no,6
39,454,yes,no,8
30,4874,yes,no,10
52,306,no,no,4
51,1052,no,no,4
59,255,no,yes,6
34,6742,no,no,6
33,31,no,yes,3
55,269,no,no,4
34,280,no,no,11
51,135,no,no,4
32,309,yes,yes,3
53,925,no,no,3
35,0,no,no,4
57,49,yes,yes,4
42,827,no,no,3
32,1882,no,no,5
33,130,no,no,8
44,792,no,no,7
41,1064,no,no,4
36,1841,yes,no,4
40,24450,no,no,2
40,103,no,no,7
45,1335,yes,no,2
31,29230,no,no,9
48,337,no,no,12
33,79,yes,no,3
39,355,yes,no,5
55,61,yes,yes,3
31,518,yes,no,2
30,4213,no,no,4
31,1051,no,no,4
32,230,yes,no,8
54,3777,no,no,2
45,179,no,no,3
56,17,no,yes,5
30,276,no,yes,5
57,109,no,no,4
58,657,no,no,3
55,2275,no,no,9
31,244,no,no,4
47,259,no,no,5
31,95,no,no,5
59,6144,yes,no,5
40,34,no,no,4
52,981,no,no,4
47,799,no,no,4
47,162,no,no,3
41,63,no,no,3
45,222,no,no,11
32,1900,no,no,16
32,3367,no,no,4
38,0,no,no,5
32,255,no,yes,5
30,420,no,no,3
45,285,no,no,7
46,185,no,no,10
31,166,no,no,6
30,0,no,no,18
52,3163,no,no,6
31,23,no,no,3
35,31,no,no,8
49,5244,no,no,4
51,1242,no,no,11
48,4300,yes,yes,6
34,224,no,no,5
49,272,no,yes,18
34,354,no,no,3
54,1451,no,no,7
54,1331,no,no,9
34,94,no,no,11
43,778,yes,no,5
48,44,no,yes,3
38,46,no,no,2
57,1303,no,no,4
59,0,no,no,5
39,0,no,no,9
49,338,no,no,3
51,917,no,no,6
34,1035,no,no,10
31,0,no,no,6
51,746,no,no,5
34,333,no,no,4
50,161,no,no,17
38,93,yes,no,4
44,268,no,no,5
40,50,no,no,6
44,3674,no,no,3
42,0,no,no,16
30,1499,no,no,21
41,771,yes,no,8
51,9864,no,no,4
42,295,yes,no,3
57,437,no,no,5
39,807,yes,yes,6
32,2536,yes,no,6
34,1322,no,no,3
53,392,no,no,6
60,17297,no,no,11
54,7073,no,no,6
61,7935,no,no,17
52,1401,no,no,8
52,526,no,yes,6
37,675,no,no,13
47,175,yes,no,7
33,0,no,no,4
35,973,no,no,9
37,111,no,no,8
32,39,no,no,11
35,5535,no,no,15
46,22,no,no,6
41,2251,no,no,9
37,1578,no,yes,6
51,87,no,no,7
51,292,no,no,9
45,2,no,no,10
35,1285,no,no,4
58,1,no,no,4
53,18,no,no,4
54,2625,yes,no,3
39,309,no,no,14
32,409,no,yes,4
35,714,yes,no,22
48,0,no,no,5
30,10,no,no,8
49,0,no,no,4
31,7005,no,no,4
51,19,no,no,10
43,1326,no,no,2
47,32,no,yes,2
34,250,no,no,2
56,0,no,no,2
53,206,no,no,6
46,1596,yes,no,7
33,-370,yes,no,7
33,0,no,no,2
34,436,no,no,2
39,0,no,no,2
33,659,no,no,2
51,50,no,no,2
51,176,no,yes,2
49,50,no,no,2
41,1413,no,no,5
57,31,no,yes,2
44,-11,no,no,5
51,276,no,no,2
52,60,no,yes,2
31,-231,yes,no,2
38,21,no,no,2
38,-6,no,no,2
54,446,no,no,6
42,222,no,no,16
47,0,no,no,4
35,7838,no,no,23
49,3478,no,no,4
33,121,no,no,6
31,0,no,no,2
45,0,no,no,2
55,-612,no,no,2
30,15,no,yes,2
43,17555,no,no,14
45,-190,no,yes,4
54,0,no,no,3
31,218,no,no,4
48,0,no,no,15
60,1396,no,yes,2
38,0,no,no,4
32,0,no,no,2
36,4644,no,no,12
43,-166,yes,yes,2
51,6343,yes,no,20
48,2688,no,yes,2
54,965,no,no,4
30,19,no,no,2
59,3096,no,no,17
34,94,yes,no,2
40,0,no,no,2
32,316,no,no,2
59,0,no,no,2
35,0,no,no,2
55,630,no,no,2
47,0,no,no,2
46,3,no,no,14
56,272,no,no,2
47,414,no,no,2
45,0,no,no,2
31,29,no,no,2
45,512,no,no,2
31,17,no,no,2
35,188,no,no,2
44,813,no,no,2
44,1752,no,no,2
33,0,no,no,2
55,273,no,no,2
54,19,no,no,2
53,0,no,no,2
37,827,yes,yes,16
40,0,yes,no,16
36,1313,no,no,6
47,1764,no,yes,6
49,1219,yes,no,5
31,798,no,no,10
41,725,no,no,10
42,154,no,no,10
49,0,no,no,4
52,431,no,no,17
30,9645,no,yes,10
32,5167,no,no,18
47,612,no,no,4
58,0,no,no,4
33,0,no,no,2
36,0,no,no,3
30,73,no,yes,2
60,11,no,no,10
48,0,yes,no,2
31,-51,no,yes,2
46,588,yes,no,4
51,-471,no,no,2
50,579,no,no,4
41,231,no,no,2
59,2,no,no,2
33,3773,no,no,4
32,-55,yes,no,4
35,6,no,no,2
44,608,no,no,2
37,9,no,no,2
60,5,no,no,2
42,145,no,no,2
53,0,no,no,2
47,0,no,no,4
49,108,no,no,6
33,544,no,yes,4
35,0,no,no,2
47,581,yes,no,6
38,0,yes,no,38
38,0,no,no,4
35,38,no,no,8
48,4852,no,no,11
42,275,no,no,8
47,1245,no,no,15
35,841,no,no,6
52,83,no,no,6
30,471,yes,no,4
35,79,yes,no,16
42,1243,no,no,4
45,34,no,no,4
48,2537,no,no,6
47,284,no,no,5
60,0,no,no,6
44,254,no,no,6
46,301,no,no,7
56,0,no,no,8
50,1617,no,no,4
